date,mode,origin,destination,operator,available_seats,tickets_sold,avg_fare_toman,revenue_toman,searches,bookings,cancellations
1404-01-15,Train,Tehran,Rasht,Bon Rail,2083,729,1850652,1349125308,2054,773,43
1404-01-15,Train,Tehran,Rasht,Joopar,2028,710,1884402,1337925420,1880,753,41
1404-01-15,Bus,Tehran,Ahvaz,Seir-o-Safar,1953,1055,2060096,2173401280,2747,1118,61
1404-01-15,Bus,Tehran,Ahvaz,Iran Peyma,1967,941,2099840,1975949440,2612,997,55
1404-01-15,Bus,Tehran,Ahvaz,Royal Safar,1801,1017,2139584,2175956928,2927,1078,59
1404-01-15,Bus,Tehran,Ahvaz,Ham-o-Safar,1607,878,2179328,1913449984,2473,931,51
1404-01-15,Train,Tehran,Ahvaz,RAJA,2532,886,2892345,2562617670,2307,939,52
1404-01-15,Train,Tehran,Ahvaz,Fadak,2550,893,2948145,2632693485,2479,947,52
1404-01-15,Train,Tehran,Ahvaz,Noor,2334,817,3003945,2454223065,2352,866,48
1404-01-15,Train,Tehran,Ahvaz,Bon Rail,2083,729,3059745,2230554105,2054,773,43
1404-01-15,Train,Tehran,Ahvaz,Joopar,2028,710,3115545,2212036950,1880,753,41
1404-01-15,Bus,Tehran,Kerman,Seir-o-Safar,1953,718,2379187,1708256266,1869,761,42
1404-01-15,Bus,Tehran,Kerman,Iran Peyma,1967,930,2425087,2255330910,2581,986,54
1404-01-15,Bus,Tehran,Kerman,Royal Safar,1801,739,2470987,1826059393,2127,783,43
1404-01-15,Bus,Tehran,Kerman,Ham-o-Safar,1607,797,2516887,2005958939,2245,845,46
1404-01-15,Train,Tehran,Kerman,RAJA,2532,886,3312202,2934610972,2307,939,52
1404-01-15,Train,Tehran,Kerman,Fadak,2550,893,3376102,3014859086,2479,947,52
1404-01-15,Train,Tehran,Kerman,Noor,2334,817,3440002,2810481634,2352,866,48
1404-01-15,Train,Tehran,Kerman,Bon Rail,2083,729,3503902,2554344558,2054,773,43
1404-01-15,Train,Tehran,Kerman,Joopar,2028,710,3567802,2533139420,1880,753,41
1404-01-15,Bus,Tehran,Qom,Seir-o-Safar,1953,1448,925550,1340196400,3770,1535,84
1404-01-15,Bus,Tehran,Qom,Iran Peyma,1967,1224,943406,1154728944,3397,1297,71
1404-01-15,Bus,Tehran,Qom,Royal Safar,1801,1450,961262,1393829900,4174,1537,85
1404-01-15,Bus,Tehran,Qom,Ham-o-Safar,1607,1102,979118,1078988036,3104,1168,64
1404-01-15,Train,Tehran,Qom,RAJA,2532,886,1399522,1239976492,2307,939,52
1404-01-15,Train,Tehran,Qom,Fadak,2550,893,1426522,1273884146,2479,947,52
1404-01-15,Train,Tehran,Qom,Noor,2334,817,1453522,1187527474,2352,866,48
1404-01-15,Train,Tehran,Qom,Bon Rail,2083,729,1480522,1079300538,2054,773,43
1404-01-15,Train,Tehran,Qom,Joopar,2028,710,1507522,1070340620,1880,753,41
1404-01-15,Bus,Mashhad,Isfahan,Seir-o-Safar,1953,697,2290551,1596514047,1815,739,41
1404-01-15,Bus,Mashhad,Isfahan,Iran Peyma,1967,886,2334741,2068580526,2459,939,52
1404-01-15,Bus,Mashhad,Isfahan,Royal Safar,1801,683,2378931,1624809873,1966,724,40
1404-01-15,Bus,Mashhad,Isfahan,Ham-o-Safar,1607,789,2423121,1911842469,2223,836,46
1404-01-15,Train,Mashhad,Isfahan,RAJA,2532,886,3195575,2831279450,2307,939,52
1404-01-15,Train,Mashhad,Isfahan,Fadak,2550,893,3257225,2908701925,2479,947,52
1404-01-15,Train,Mashhad,Isfahan,Noor,2334,817,3318875,2711520875,2352,866,48
1404-01-15,Train,Mashhad,Isfahan,Bon Rail,2083,729,3380525,2464402725,2054,773,43
1404-01-15,Train,Mashhad,Isfahan,Joopar,2028,710,3442175,2443944250,1880,753,41
1404-01-15,Bus,Mashhad,Shiraz,Seir-o-Safar,1953,684,2645096,1809245664,1781,725,40
1404-01-15,Bus,Mashhad,Shiraz,Iran Peyma,1967,688,2696126,1854934688,1910,729,40
1404-01-15,Bus,Mashhad,Shiraz,Royal Safar,1801,707,2747156,1942239292,2035,749,41
1404-01-15,Bus,Mashhad,Shiraz,Ham-o-Safar,1607,562,2798186,1572580532,1583,596,33
1404-01-15,Train,Mashhad,Shiraz,RAJA,2532,886,3662082,3244604652,2307,939,52
1404-01-15,Train,Mashhad,Shiraz,Fadak,2550,893,3732732,3333329676,2479,947,52
1404-01-15,Train,Mashhad,Shiraz,Noor,2334,817,3803382,3107363094,2352,866,48
1404-01-15,Train,Mashhad,Shiraz,Bon Rail,2083,729,3874032,2824169328,2054,773,43
1404-01-15,Train,Mashhad,Shiraz,Joopar,2028,710,3944682,2800724220,1880,753,41
1404-01-15,Bus,Mashhad,Ahvaz,Seir-o-Safar,1953,684,2733733,1869873372,1781,725,40
1404-01-15,Bus,Mashhad,Ahvaz,Iran Peyma,1967,688,2786473,1917093424,1910,729,40
1404-01-15,Bus,Mashhad,Ahvaz,Royal Safar,1801,630,2839213,1788704190,1813,668,37
1404-01-15,Bus,Mashhad,Ahvaz,Ham-o-Safar,1607,569,2891953,1645521257,1603,603,33
1404-01-15,Train,Mashhad,Ahvaz,RAJA,2532,886,3778709,3347936174,2307,939,52
1404-01-15,Train,Mashhad,Ahvaz,Fadak,2550,893,3851609,3439486837,2479,947,52
1404-01-15,Train,Mashhad,Ahvaz,Noor,2334,817,3924509,3206323853,2352,866,48
1404-01-15,Train,Mashhad,Ahvaz,Bon Rail,2083,729,3997409,2914111161,2054,773,43
1404-01-15,Train,Mashhad,Ahvaz,Joopar,2028,710,4070309,2889919390,1880,753,41
1404-01-15,Bus,Isfahan,Shiraz,Seir-o-Safar,1953,877,1280096,1122644192,2283,930,51
1404-01-15,Bus,Isfahan,Shiraz,Iran Peyma,1967,955,1304792,1246076360,2651,1012,56
1404-01-15,Bus,Isfahan,Shiraz,Royal Safar,1801,930,1329488,1236423840,2677,986,54
1404-01-15,Bus,Isfahan,Shiraz,Ham-o-Safar,1607,799,1354184,1081993016,2251,847,47
1404-01-15,Train,Isfahan,Shiraz,RAJA,2532,886,1866029,1653301694,2307,939,52
1404-01-15,Train,Isfahan,Shiraz,Fadak,2550,893,1902029,1698511897,2479,947,52
1404-01-15,Train,Isfahan,Shiraz,Noor,2334,817,1938029,1583369693,2352,866,48
1404-01-15,Train,Isfahan,Shiraz,Bon Rail,2083,729,1974029,1439067141,2054,773,43
1404-01-15,Train,Isfahan,Shiraz,Joopar,2028,710,2010029,1427120590,1880,753,41
1404-02-15,Bus,Tehran,Mashhad,Seir-o-Safar,1967,1465,2231092,3268549780,4066,1553,85
1404-02-15,Bus,Tehran,Mashhad,Iran Peyma,1801,1245,2273572,2830597140,3583,1320,73
1404-02-15,Bus,Tehran,Mashhad,Royal Safar,1607,1239,2316052,2869588428,3490,1313,72
1404-02-15,Bus,Tehran,Mashhad,Ham-o-Safar,1564,1240,2358532,2924579680,3284,1314,72
1404-02-15,Train,Tehran,Mashhad,RAJA,2550,893,3119747,2785934071,2479,947,52
1404-02-15,Train,Tehran,Mashhad,Fadak,2334,817,3179147,2597363099,2352,866,48
1404-02-15,Train,Tehran,Mashhad,Noor,2083,729,3238547,2360900763,2054,773,43
1404-02-15,Train,Tehran,Mashhad,Bon Rail,2028,710,3297947,2341542370,1880,753,41
1404-02-15,Train,Tehran,Mashhad,Joopar,2219,777,3357347,2608658619,1963,824,45
1404-02-15,Train,Tehran,Mashhad,Rail Seir Kosar,2481,868,3416747,2965736396,2226,920,51
1404-02-15,Bus,Tehran,Shiraz,Seir-o-Safar,1967,1250,1871848,2339810000,3470,1325,73
1404-02-15,Bus,Tehran,Shiraz,Iran Peyma,1801,1033,1907488,1970435104,2973,1095,60
1404-02-15,Bus,Tehran,Shiraz,Royal Safar,1607,1149,1943128,2232654072,3237,1218,67
1404-02-15,Bus,Tehran,Shiraz,Ham-o-Safar,1564,945,1978768,1869935760,2503,1002,55
1404-02-15,Train,Tehran,Shiraz,RAJA,2550,893,2647058,2363822794,2479,947,52
1404-02-15,Train,Tehran,Shiraz,Fadak,2334,817,2697458,2203823186,2352,866,48
1404-02-15,Train,Tehran,Shiraz,Noor,2083,729,2747858,2003188482,2054,773,43
1404-02-15,Train,Tehran,Shiraz,Bon Rail,2028,710,2798258,1986763180,1880,753,41
1404-02-15,Train,Tehran,Shiraz,Joopar,2219,777,2848658,2213407266,1963,824,45
1404-02-15,Bus,Tehran,Isfahan,Seir-o-Safar,1967,1080,1422794,1536617520,2998,1145,63
1404-02-15,Bus,Tehran,Isfahan,Iran Peyma,1801,1102,1449884,1597772168,3172,1168,64
1404-02-15,Bus,Tehran,Isfahan,Royal Safar,1607,909,1476974,1342569366,2561,964,53
1404-02-15,Bus,Tehran,Isfahan,Ham-o-Safar,1564,1080,1504064,1624389120,2860,1145,63
1404-02-15,Train,Tehran,Isfahan,RAJA,2550,893,2056197,1836183921,2479,947,52
1404-02-15,Train,Tehran,Isfahan,Fadak,2334,817,2095347,1711898499,2352,866,48
1404-02-15,Train,Tehran,Isfahan,Noor,2083,729,2134497,1556048313,2054,773,43
1404-02-15,Train,Tehran,Isfahan,Bon Rail,2028,710,2173647,1543289370,1880,753,41
1404-02-15,Train,Tehran,Isfahan,Joopar,2219,777,2212797,1719343269,1963,824,45
1404-02-15,Bus,Tehran,Tabriz,Seir-o-Safar,1967,1019,1782038,1815896722,2828,1080,59
1404-02-15,Bus,Tehran,Tabriz,Iran Peyma,1801,995,1815968,1806888160,2864,1055,58
1404-02-15,Bus,Tehran,Tabriz,Royal Safar,1607,957,1849898,1770352386,2696,1014,56
1404-02-15,Bus,Tehran,Tabriz,Ham-o-Safar,1564,885,1883828,1667187780,2344,938,52
1404-02-15,Train,Tehran,Tabriz,RAJA,2550,893,2528886,2258295198,2479,947,52
1404-02-15,Train,Tehran,Tabriz,Fadak,2334,817,2577036,2105438412,2352,866,48
1404-02-15,Train,Tehran,Tabriz,Noor,2083,729,2625186,1913760594,2054,773,43
1404-02-15,Train,Tehran,Tabriz,Bon Rail,2028,710,2673336,1898068560,1880,753,41
1404-02-15,Train,Tehran,Tabriz,Joopar,2219,777,2721486,2114594622,1963,824,45
1404-02-15,Bus,Tehran,Rasht,Seir-o-Safar,1967,1052,1207248,1270024896,2920,1115,61
1404-02-15,Bus,Tehran,Rasht,Iran Peyma,1801,906,1230234,1114592004,2608,960,53
1404-02-15,Bus,Tehran,Rasht,Royal Safar,1607,889,1253220,1114112580,2504,942,52
1404-02-15,Bus,Tehran,Rasht,Ham-o-Safar,1564,902,1276206,1151137812,2389,956,53
1404-02-15,Train,Tehran,Rasht,RAJA,2550,893,1772584,1582917512,2479,947,52
1404-02-15,Train,Tehran,Rasht,Fadak,2334,817,1806334,1475774878,2352,866,48
1404-02-15,Train,Tehran,Rasht,Noor,2083,729,1840084,1341421236,2054,773,43
1404-02-15,Train,Tehran,Rasht,Bon Rail,2028,710,1873834,1330422140,1880,753,41
1404-02-15,Train,Tehran,Rasht,Joopar,2219,777,1907584,1482192768,1963,824,45
1404-02-15,Bus,Tehran,Ahvaz,Seir-o-Safar,1967,825,2087395,1722100875,2290,875,48
1404-02-15,Bus,Tehran,Ahvaz,Iran Peyma,1801,939,2127139,1997383521,2703,995,55
1404-02-15,Bus,Tehran,Ahvaz,Royal Safar,1607,765,2166883,1657665495,2155,811,45
1404-02-15,Bus,Tehran,Ahvaz,Ham-o-Safar,1564,844,2206627,1862393188,2235,895,49
1404-02-15,Train,Tehran,Ahvaz,RAJA,2550,893,2930672,2617090096,2479,947,52
1404-02-15,Train,Tehran,Ahvaz,Fadak,2334,817,2986472,2439947624,2352,866,48
1404-02-15,Train,Tehran,Ahvaz,Noor,2083,729,3042272,2217816288,2054,773,43
1404-02-15,Train,Tehran,Ahvaz,Bon Rail,2028,710,3098072,2199631120,1880,753,41
1404-02-15,Train,Tehran,Ahvaz,Joopar,2219,777,3153872,2450558544,1963,824,45
1404-02-15,Bus,Tehran,Kerman,Seir-o-Safar,1967,843,2410714,2032231902,2340,894,49
1404-02-15,Bus,Tehran,Kerman,Iran Peyma,1801,652,2456614,1601712328,1877,691,38
1404-02-15,Bus,Tehran,Kerman,Royal Safar,1607,735,2502514,1839347790,2071,779,43
1404-02-15,Bus,Tehran,Kerman,Ham-o-Safar,1564,636,2548414,1620791304,1684,674,37
1404-02-15,Train,Tehran,Kerman,RAJA,2550,893,3356092,2996990156,2479,947,52
1404-02-15,Train,Tehran,Kerman,Fadak,2334,817,3419992,2794133464,2352,866,48
1404-02-15,Train,Tehran,Kerman,Noor,2083,729,3483892,2539757268,2054,773,43
1404-02-15,Train,Tehran,Kerman,Bon Rail,2028,710,3547792,2518932320,1880,753,41
1404-02-15,Train,Tehran,Kerman,Joopar,2219,777,3611692,2806284684,1963,824,45
1404-02-15,Bus,Tehran,Qom,Seir-o-Safar,1967,1105,937815,1036285575,3067,1171,64
1404-02-15,Bus,Tehran,Qom,Iran Peyma,1801,1310,955671,1251929010,3771,1389,76
1404-02-15,Bus,Tehran,Qom,Royal Safar,1607,979,973527,953082933,2758,1038,57
1404-02-15,Bus,Tehran,Qom,Ham-o-Safar,1564,1218,991383,1207504494,3225,1291,71
1404-02-15,Train,Tehran,Qom,RAJA,2550,893,1418067,1266333831,2479,947,52
1404-02-15,Train,Tehran,Qom,Fadak,2334,817,1445067,1180619739,2352,866,48
1404-02-15,Train,Tehran,Qom,Noor,2083,729,1472067,1073136843,2054,773,43
1404-02-15,Train,Tehran,Qom,Bon Rail,2028,710,1499067,1064337570,1880,753,41
1404-02-15,Train,Tehran,Qom,Joopar,2219,777,1526067,1185754059,1963,824,45
1404-02-15,Bus,Mashhad,Isfahan,Seir-o-Safar,1967,783,2320903,1817267049,2173,830,46
1404-02-15,Bus,Mashhad,Isfahan,Iran Peyma,1801,630,2365093,1490008590,1813,668,37
1404-02-15,Bus,Mashhad,Isfahan,Royal Safar,1607,711,2409283,1713000213,2003,754,41
1404-02-15,Bus,Mashhad,Isfahan,Ham-o-Safar,1564,578,2453473,1418107394,1531,613,34
1404-02-15,Train,Mashhad,Isfahan,RAJA,2550,893,3237920,2891462560,2479,947,52
1404-02-15,Train,Mashhad,Isfahan,Fadak,2334,817,3299570,2695748690,2352,866,48
1404-02-15,Train,Mashhad,Isfahan,Noor,2083,729,3361220,2450329380,2054,773,43
1404-02-15,Train,Mashhad,Isfahan,Bon Rail,2028,710,3422870,2430237700,1880,753,41
1404-02-15,Train,Mashhad,Isfahan,Joopar,2219,777,3484520,2707472040,1963,824,45
1404-02-15,Bus,Mashhad,Shiraz,Seir-o-Safar,1967,688,2680147,1843941136,1910,729,40
1404-02-15,Bus,Mashhad,Shiraz,Iran Peyma,1801,630,2731177,1720641510,1813,668,37
1404-02-15,Bus,Mashhad,Shiraz,Royal Safar,1607,562,2782207,1563600334,1583,596,33
1404-02-15,Bus,Mashhad,Shiraz,Ham-o-Safar,1564,603,2833237,1708441911,1597,639,35
1404-02-15,Train,Mashhad,Shiraz,RAJA,2550,893,3710609,3313573837,2479,947,52
1404-02-15,Train,Mashhad,Shiraz,Fadak,2334,817,3781259,3089288603,2352,866,48
1404-02-15,Train,Mashhad,Shiraz,Noor,2083,729,3851909,2808041661,2054,773,43
1404-02-15,Train,Mashhad,Shiraz,Bon Rail,2028,710,3922559,2785016890,1880,753,41
1404-02-15,Train,Mashhad,Shiraz,Joopar,2219,777,3993209,3102723393,1963,824,45
1404-02-15,Bus,Mashhad,Ahvaz,Seir-o-Safar,1967,688,2769958,1905731104,1910,729,40
1404-02-15,Bus,Mashhad,Ahvaz,Iran Peyma,1801,630,2822698,1778299740,1813,668,37
1404-02-15,Bus,Mashhad,Ahvaz,Royal Safar,1607,562,2875438,1615996156,1583,596,33
1404-02-15,Bus,Mashhad,Ahvaz,Ham-o-Safar,1564,547,2928178,1601713366,1449,580,32
1404-02-15,Train,Mashhad,Ahvaz,RAJA,2550,893,3828781,3419101433,2479,947,52
1404-02-15,Train,Mashhad,Ahvaz,Fadak,2334,817,3901681,3187673377,2352,866,48
1404-02-15,Train,Mashhad,Ahvaz,Noor,2083,729,3974581,2897469549,2054,773,43
1404-02-15,Train,Mashhad,Ahvaz,Bon Rail,2028,710,4047481,2873711510,1880,753,41
1404-02-15,Train,Mashhad,Ahvaz,Joopar,2219,777,4120381,3201536037,1963,824,45
1404-02-15,Bus,Isfahan,Shiraz,Seir-o-Safar,1967,887,1297059,1150491333,2462,940,52
1404-02-15,Bus,Isfahan,Shiraz,Iran Peyma,1801,809,1321755,1069299795,2329,858,47
1404-02-15,Bus,Isfahan,Shiraz,Royal Safar,1607,745,1346451,1003105995,2099,790,43
1404-02-15,Bus,Isfahan,Shiraz,Ham-o-Safar,1564,804,1371147,1102402188,2129,852,47
1404-02-15,Train,Isfahan,Shiraz,RAJA,2550,893,1890756,1688445108,2479,947,52
1404-02-15,Train,Isfahan,Shiraz,Fadak,2334,817,1926756,1574159652,2352,866,48
1404-02-15,Train,Isfahan,Shiraz,Noor,2083,729,1962756,1430849124,2054,773,43
1404-02-15,Train,Isfahan,Shiraz,Bon Rail,2028,710,1998756,1419116760,1880,753,41
1404-02-15,Train,Isfahan,Shiraz,Joopar,2219,777,2034756,1581005412,1963,824,45
1404-03-15,Bus,Tehran,Mashhad,Seir-o-Safar,1801,1302,2257162,2938824924,3748,1380,76
1404-03-15,Bus,Tehran,Mashhad,Iran Peyma,1607,1379,2299642,3171206318,3885,1462,80
1404-03-15,Bus,Tehran,Mashhad,Royal Safar,1564,1294,2342122,3030705868,3427,1372,75
1404-03-15,Bus,Tehran,Mashhad,Ham-o-Safar,1712,1509,2384602,3598364418,3813,1600,88
1404-03-15,Train,Tehran,Mashhad,RAJA,2334,817,3156201,2578616217,2352,866,48
1404-03-15,Train,Tehran,Mashhad,Fadak,2083,729,3215601,2344173129,2054,773,43
1404-03-15,Train,Tehran,Mashhad,Noor,2028,710,3275001,2325250710,1880,753,41
1404-03-15,Train,Tehran,Mashhad,Bon Rail,2219,777,3334401,2590829577,1963,824,45
1404-03-15,Train,Tehran,Mashhad,Joopar,2481,868,3393801,2945819268,2226,920,51
1404-03-15,Train,Tehran,Mashhad,Rail Seir Kosar,2573,901,3453201,3111334101,2457,955,53
1404-03-15,Bus,Tehran,Shiraz,Seir-o-Safar,1801,1144,1893721,2166416824,3293,1213,67
1404-03-15,Bus,Tehran,Shiraz,Iran Peyma,1607,1217,1929361,2348032337,3428,1290,71
1404-03-15,Bus,Tehran,Shiraz,Royal Safar,1564,1035,1965001,2033776035,2741,1097,60
1404-03-15,Bus,Tehran,Shiraz,Ham-o-Safar,1712,1441,2000641,2882923681,3641,1527,84
1404-03-15,Train,Tehran,Shiraz,RAJA,2334,817,2677989,2187917013,2352,866,48
1404-03-15,Train,Tehran,Shiraz,Fadak,2083,729,2728389,1988995581,2054,773,43
1404-03-15,Train,Tehran,Shiraz,Noor,2028,710,2778789,1972940190,1880,753,41
1404-03-15,Train,Tehran,Shiraz,Bon Rail,2219,777,2829189,2198279853,1963,824,45
1404-03-15,Train,Tehran,Shiraz,Joopar,2481,868,2879589,2499483252,2226,920,51
1404-03-15,Bus,Tehran,Isfahan,Seir-o-Safar,1801,1150,1439419,1655331850,3310,1219,67
1404-03-15,Bus,Tehran,Isfahan,Iran Peyma,1607,1012,1466509,1484107108,2851,1073,59
1404-03-15,Bus,Tehran,Isfahan,Royal Safar,1564,1141,1493599,1704196459,3022,1209,66
1404-03-15,Bus,Tehran,Isfahan,Ham-o-Safar,1712,1113,1520689,1692526857,2812,1180,65
1404-03-15,Train,Tehran,Isfahan,RAJA,2334,817,2080224,1699543008,2352,866,48
1404-03-15,Train,Tehran,Isfahan,Fadak,2083,729,2119374,1545023646,2054,773,43
1404-03-15,Train,Tehran,Isfahan,Noor,2028,710,2158524,1532552040,1880,753,41
1404-03-15,Train,Tehran,Isfahan,Bon Rail,2219,777,2197674,1707592698,1963,824,45
1404-03-15,Train,Tehran,Isfahan,Joopar,2481,868,2236824,1941563232,2226,920,51
1404-03-15,Bus,Tehran,Tabriz,Seir-o-Safar,1801,1108,1802860,1997568880,3189,1174,65
1404-03-15,Bus,Tehran,Tabriz,Iran Peyma,1607,999,1836790,1834953210,2814,1059,58
1404-03-15,Bus,Tehran,Tabriz,Royal Safar,1564,989,1870720,1850142080,2619,1048,58
1404-03-15,Bus,Tehran,Tabriz,Ham-o-Safar,1712,1216,1904650,2316054400,3073,1289,71
1404-03-15,Train,Tehran,Tabriz,RAJA,2334,817,2558436,2090242212,2352,866,48
1404-03-15,Train,Tehran,Tabriz,Fadak,2083,729,2606586,1900201194,2054,773,43
1404-03-15,Train,Tehran,Tabriz,Noor,2028,710,2654736,1884862560,1880,753,41
1404-03-15,Train,Tehran,Tabriz,Bon Rail,2219,777,2702886,2100142422,1963,824,45
1404-03-15,Train,Tehran,Tabriz,Joopar,2481,868,2751036,2387899248,2226,920,51
1404-03-15,Bus,Tehran,Rasht,Seir-o-Safar,1801,946,1221354,1155400884,2723,1003,55
1404-03-15,Bus,Tehran,Rasht,Iran Peyma,1607,990,1244340,1231896600,2789,1049,58
1404-03-15,Bus,Tehran,Rasht,Royal Safar,1564,942,1267326,1193821092,2495,999,55
1404-03-15,Bus,Tehran,Rasht,Ham-o-Safar,1712,1082,1290312,1396117584,2734,1147,63
1404-03-15,Train,Tehran,Rasht,RAJA,2334,817,1793296,1465122832,2352,866,48
1404-03-15,Train,Tehran,Rasht,Fadak,2083,729,1827046,1331916534,2054,773,43
1404-03-15,Train,Tehran,Rasht,Noor,2028,710,1860796,1321165160,1880,753,41
1404-03-15,Train,Tehran,Rasht,Bon Rail,2219,777,1894546,1472062242,1963,824,45
1404-03-15,Train,Tehran,Rasht,Joopar,2481,868,1928296,1673760928,2226,920,51
1404-03-15,Bus,Tehran,Ahvaz,Seir-o-Safar,1801,1030,2111786,2175139580,2965,1092,60
1404-03-15,Bus,Tehran,Ahvaz,Iran Peyma,1607,802,2151530,1725527060,2259,850,47
1404-03-15,Bus,Tehran,Ahvaz,Royal Safar,1564,939,2191274,2057606286,2487,995,55
1404-03-15,Bus,Tehran,Ahvaz,Ham-o-Safar,1712,974,2231018,2173011532,2461,1032,57
1404-03-15,Train,Tehran,Ahvaz,RAJA,2334,817,2964916,2422336372,2352,866,48
1404-03-15,Train,Tehran,Ahvaz,Fadak,2083,729,3020716,2202101964,2054,773,43
1404-03-15,Train,Tehran,Ahvaz,Noor,2028,710,3076516,2184326360,1880,753,41
1404-03-15,Train,Tehran,Ahvaz,Bon Rail,2219,777,3132316,2433809532,1963,824,45
1404-03-15,Train,Tehran,Ahvaz,Joopar,2481,868,3188116,2767284688,2226,920,51
1404-03-15,Bus,Tehran,Kerman,Seir-o-Safar,1801,696,2438883,1697462568,2003,738,41
1404-03-15,Bus,Tehran,Kerman,Iran Peyma,1607,804,2484783,1997765532,2265,852,47
1404-03-15,Bus,Tehran,Kerman,Royal Safar,1564,670,2530683,1695557610,1774,710,39
1404-03-15,Bus,Tehran,Kerman,Ham-o-Safar,1712,902,2576583,2324077866,2279,956,53
1404-03-15,Train,Tehran,Kerman,RAJA,2334,817,3395308,2773966636,2352,866,48
1404-03-15,Train,Tehran,Kerman,Fadak,2083,729,3459208,2521762632,2054,773,43
1404-03-15,Train,Tehran,Kerman,Noor,2028,710,3523108,2501406680,1880,753,41
1404-03-15,Train,Tehran,Kerman,Bon Rail,2219,777,3587008,2787105216,1963,824,45
1404-03-15,Train,Tehran,Kerman,Joopar,2481,868,3650908,3168988144,2226,920,51
1404-03-15,Bus,Tehran,Qom,Seir-o-Safar,1801,1403,948773,1331128519,4038,1487,82
1404-03-15,Bus,Tehran,Qom,Iran Peyma,1607,1054,966629,1018826966,2969,1117,61
1404-03-15,Bus,Tehran,Qom,Royal Safar,1564,1329,984485,1308380565,3519,1409,77
1404-03-15,Bus,Tehran,Qom,Ham-o-Safar,1712,1229,1002341,1231877089,3106,1303,72
1404-03-15,Train,Tehran,Qom,RAJA,2334,817,1434637,1172098429,2352,866,48
1404-03-15,Train,Tehran,Qom,Fadak,2083,729,1461637,1065533373,2054,773,43
1404-03-15,Train,Tehran,Qom,Noor,2028,710,1488637,1056932270,1880,753,41
1404-03-15,Train,Tehran,Qom,Bon Rail,2219,777,1515637,1177649949,1963,824,45
1404-03-15,Train,Tehran,Qom,Joopar,2481,868,1542637,1339008916,2226,920,51
1404-03-15,Bus,Mashhad,Isfahan,Seir-o-Safar,1801,683,2348023,1603699709,1966,724,40
1404-03-15,Bus,Mashhad,Isfahan,Iran Peyma,1607,759,2392213,1815689667,2138,805,44
1404-03-15,Bus,Mashhad,Isfahan,Royal Safar,1564,626,2436403,1525188278,1658,664,37
1404-03-15,Bus,Mashhad,Isfahan,Ham-o-Safar,1712,886,2480593,2197805398,2239,939,52
1404-03-15,Train,Mashhad,Isfahan,RAJA,2334,817,3275754,2676291018,2352,866,48
1404-03-15,Train,Mashhad,Isfahan,Fadak,2083,729,3337404,2432967516,2054,773,43
1404-03-15,Train,Mashhad,Isfahan,Noor,2028,710,3399054,2413328340,1880,753,41
1404-03-15,Train,Mashhad,Isfahan,Bon Rail,2219,777,3460704,2688967008,1963,824,45
1404-03-15,Train,Mashhad,Isfahan,Joopar,2481,868,3522354,3057403272,2226,920,51
1404-03-15,Bus,Mashhad,Shiraz,Seir-o-Safar,1801,653,2711464,1770585992,1880,692,38
1404-03-15,Bus,Mashhad,Shiraz,Iran Peyma,1607,562,2762494,1552521628,1583,596,33
1404-03-15,Bus,Mashhad,Shiraz,Royal Safar,1564,643,2813524,1809095932,1703,682,38
1404-03-15,Bus,Mashhad,Shiraz,Ham-o-Safar,1712,604,2864554,1730190616,1526,640,35
1404-03-15,Train,Mashhad,Shiraz,RAJA,2334,817,3753967,3066991039,2352,866,48
1404-03-15,Train,Mashhad,Shiraz,Fadak,2083,729,3824617,2788145793,2054,773,43
1404-03-15,Train,Mashhad,Shiraz,Noor,2028,710,3895267,2765639570,1880,753,41
1404-03-15,Train,Mashhad,Shiraz,Bon Rail,2219,777,3965917,3081517509,1963,824,45
1404-03-15,Train,Mashhad,Shiraz,Joopar,2481,868,4036567,3503740156,2226,920,51
1404-03-15,Bus,Mashhad,Ahvaz,Seir-o-Safar,1801,630,2802324,1765464120,1813,668,37
1404-03-15,Bus,Mashhad,Ahvaz,Iran Peyma,1607,562,2855064,1604545968,1583,596,33
1404-03-15,Bus,Mashhad,Ahvaz,Royal Safar,1564,547,2907804,1590568788,1449,580,32
1404-03-15,Bus,Mashhad,Ahvaz,Ham-o-Safar,1712,634,2960544,1876984896,1602,672,37
1404-03-15,Train,Mashhad,Ahvaz,RAJA,2334,817,3873520,3164665840,2352,866,48
1404-03-15,Train,Mashhad,Ahvaz,Fadak,2083,729,3946420,2876940180,2054,773,43
1404-03-15,Train,Mashhad,Ahvaz,Noor,2028,710,4019320,2853717200,1880,753,41
1404-03-15,Train,Mashhad,Ahvaz,Bon Rail,2219,777,4092220,3179654940,1963,824,45
1404-03-15,Train,Mashhad,Ahvaz,Joopar,2481,868,4165120,3615324160,2226,920,51
1404-03-15,Bus,Isfahan,Shiraz,Seir-o-Safar,1801,842,1312215,1104885030,2424,893,49
1404-03-15,Bus,Isfahan,Shiraz,Iran Peyma,1607,832,1336911,1112309952,2344,882,49
1404-03-15,Bus,Isfahan,Shiraz,Royal Safar,1564,841,1361607,1145111487,2227,891,49
1404-03-15,Bus,Isfahan,Shiraz,Ham-o-Safar,1712,907,1386303,1257376821,2292,961,53
1404-03-15,Train,Isfahan,Shiraz,RAJA,2334,817,1912849,1562797633,2352,866,48
1404-03-15,Train,Isfahan,Shiraz,Fadak,2083,729,1948849,1420710921,2054,773,43
